doc_id	text_data	class_type
IL5_NW_020079_20160715_G0040IC0E	??? ? ?? ??  ????? ??? ? ?? ??? ??? ??? ??? ? ???? ??? ???? ???? ??? ???? ???? ???? ?? ?????  COI  ??? ? ?? ??  ????? ??? ? ?? ??? ??? ??? ??? ? ???? ??? ???? ???? ??? ???? ???? ???? ?? ?????  COI   ? ???? ???????  ????? ? ?????? ? ??  ???July  15 ? 2016  ????? ????? ??? ? ??? ???? ?????? ??? ?? ? ?? ???? ????? ????? ???  anthropologist  ???? ??? ??? ???? ???? ?? ????? ????? ??? ? ??? ?? ?? ? ???? ?? ???? ??? ??? ?? ???? ? ?? ??? ????? ?????? ???? ??????? ?? ????? ? ? ????? ??? ????? ??? ????? ????? ???? ???? ? ????? ?????? ???? ? ?? ???? ???? ???? ??? ??? ?? ?????? ? ?? ???? ??????? ???? ??? ????? ?????? ?? ?? 21 ? 2016 ?? ??? ????? ??? ???? ???? ?? ?????? ???? ???? ???? ??? ? ?? ??? ??? ???? ????? ?? ????? ?????? ???? ???? ??? ???? ???? ??? ? ??? ?? ??????? ??? ??? ???? ?? ? ?? ??? ??? ????? ????? ?? ??? ?????? ???? ? ???? ? ??? ??? ??? ???? ????? ? ?? ??? ????? ??? ???? ?? ?? ???? ??? ? ??? ?????? ??? ?? ??? ??? ?? ??? ?? ??? ?????? ?  ???? ???? ??? ??? ?? ?? ?????? ? ?? ?? ???? ?????? ??? ????? ???? ??? ????? ????? ? ?? ?? ?????? ?? ????? ??? ???? ? ?? ?? ?? ????? ???? ?? ??? ?????  ?? ??? ??? ??? ? ?? ?? ?? ???? ?? ??? ????? ? ???? ??????? ?????? ?  ?? ???? ??? ???? COI ????? ????? ? ?? ?? ??? ???? ???????  ????? ??? ???  Never Kneel Down  ??? ???? ?? ?? ??? ????? ?? ?? ? ?? ????? ???  ? ???? ?????? ??? ?????  ?????? ? ??? ? ?? ??? ?? ???? ??? ???? ? ???? ? ??? ??? ? ???? ??? ?? ???? ?? ? ????? ???? ?? ?  ?? ?? ???? ???? ????? ???  ?? COI  ?? ???? ???? ???? ?? ???? ???? ? ??? ????? ? ??? ??? ? ????? ???? ????? ???? ?? ? ??? ??? ????? ??? ????? ?? ???? ??? ??? ????? ? ??? ????? ? ????? ? ?? ???? ?? ???? ?? ???? ??? ?? ? ??? ???? ?? ??? ? 450 ??? ??? ???? ? ???? ?? ?????? ? ?????? ??? ? ? ????? ???? ???? ??? ????? ? ???? ????? ?? ???? ???? ? ???? ???? ?????? ???  ???? ?????? ? ????? ???? ???? ? ???? ? ?????? ? ?????? ??? ???? ? ?? ???? ????? ? ??? ????? ??? ? ??? ? ???? ????? ???? ? ???? ??? ???? ? ?? ?? ?? ?? ???? ????? ?????? ??? ? ?? ???? ? ??? ????? ???? ??? ????? ??? ???? ???? ????? ???? ???? ? ??? ? ?? ????????? ? ?? ???? ???? ??? ??? ?? ?  ???? ?? ?????? ??? ???? ?   ??? ????? ???? ?? ? ??? ????? ?? ?????? ?? ? ?? ?? ??? ?? ????? ? ?????   International convention of Civil and Political ??? ?? ???? ? ??? ?? ???  ???? ?????? ? ??????? ?????? ? ?? ???? ??  International Convention of economic  social and cultural life ???? ? ?? ?? ?? ???? ???? ????? ???? ????? ???? ? ??? ?? ??? ??? ????? ??? ????? ???? ? ?? ?? ???? ??? ? ??? ??? ????? ???? ??? ???? ?? ? ??? ?? ?? ???? ?? ???? ????? ????? ?? ? ???? ?? ? ?? ?? ???? ?? ?? ?? ??? ? ?? ?? ????? ? ?? infrastructure  ??? ??? ? ?? ???? ???? ? ?? ?? ???? ????? ????? ??? ? ?? ?? ????? ????? ?? ??? ?? ????? ?? ??????? ?? ? ??? ? ??? ?? ???? ?? ? ??? ?? ? ?? ?? ??? ?? ? ??????? ?? ? ?? ?? ??? ????? ????? ?? ? ?? ??? ? ????? ???????? ??? ???? ? ??????? ??? ? ?????? ?  ???? ???? ???? ? ????? ???? ??? ? ??????? ??? ?????? ?? ?? ??? ?? ?? ???? ??? ? ????? ? ?? ??? ?? ????? ???? ???? ? ???? ? ??? ? ?? ???? ???? ??? ????? ??? ???? ? ?? ?? ??? ?? ????? ???? ? ??? ??? ???? ??? ???? ??? ? ??? ?? ?? ???? ?? ???? ????? ? ?? ?????? ?????? ????? ????? ????? ??? ???? ??? ??????? ?  ?? ?????? ????  ??? ??? ????? ???? ???? ? ?? ???? ???? ??? ????? ???? ???? ? ???? ???????? ? ????? ?? ??? ??? ???? ??? ???? ? ???? ?????? ???? ?? ??? ? ??? ??? ?? ?? ?? ?? ????? ??? ? ???? ?? ? ??? ???? ???? ? ?? ????? ???? ?? ???   ??? ????? ????? ????  ?? ???? ? ??? ???? ?? ??? ????? ??? ?????? ? ?? ?????? ? ?? ????? ?????? ? ??  ???? ??? ????? ? ????? ??????????? ?? ?? ??? ??? ???? ? ???? ??? ??? ????? ? ??? ??? ???? ? ???? ?? ??? ???? ??? ???? ??? ? ??? ???? ????  ???? ???? ???? ????? ??  ?? ?? ? ??? ???? ????? ???? ? ??? ??? ???? ????? ? ???? ????? ??? ????? ???? ??  ???? ??? ??? ?? ???? ??? ????? ????? ? ??? ??? ???? ??? ??? ? 1966 ???? ????? ???? ????? ? ?? ??? ??? ???? ??? ?? ???? ????? ???? ? ?? ???? ? ???? ????? ? ????? ?????? ???? ???? ???? ? ? COI ????? ?? ??? ?????? ?? ?? ???? ? ?? ??? ?? ????? ??? ???? ???? ???? ??? ? ?? ????  ????? ??? ???? ???  ???? ????? ??? ? ????? ???? ????? ????? ???? ???? ????? ???? ?? ? ??? ? ?????? ?????? ????? ?? ???? ???? ?? ???? ???? ????? ??? ?? ??? ? ?????? ????? ? ??? ?? ??? ?? ???? ??? ???? ????? ?????? ?????? ? ???? ? ?? ????? ??? ????? ????? ???? ????? ???? ??? ??? ?????? ??? ? ?? ?? ??? ????? ????? ???? ???? ????? ???? ????? ? ?? ??? ???? ?????? ?????? ???? ?? ??? ??? ????? ???? ?? ??? ????? ?? ????? ? ??? ???? ?? ??? ?????? ????? ??? ????  ??? ????? ???? ???? ????? ??? ????? ? ?????? ? ????? ?????? ????? ? ? ????? ??????? ???? ?? ???? ????? ?  ?? ????? ? ?? ??? ? ?? ?????? ????? ???? ?? ?? ?? ???? ???? ????? ???? ????? ???? ??? ?????? ? ??? ??? ?? ??? ??? ????? ???? ??? ??? ?? ?????? ? ?? ???? ????? ? ???? ?? ?? ???? ???? ? ?????? ?????  intellectual integrity  ?? ??? ????? ?????? ???? ?????? ?? ???? ?? ??? ??? ????? ??? ???? ???? ????? ?? ???? ? ???? ???? ??? ??? ??? ?????? ? ?? ???? ?? ?? ??? ??? ????? ????? ??? ??? ?? ? ??? ?? ?? ? ????? ???? ???? ? ????? ???? ???? ?????? ???? ?????? ??? ???? ??? ???? ??????? ? ?? ??? ?? ?? ??? ?? ? ???? ???? ???? ? ?????? ????? ?????  ?? ?? ?? ???? ?? ???? ? ???? ??? ????? ?????? ?? ??? ????  ?? ???? ? ???? ??? ?? ??? ????? ???? ??? ????? ????? ?? ?? ????? ??? ?? ? ?? ?????? ?? ?? ?? ????? ??? ??? ????? ?? ??? ?? ???? ????????? ??? ???? ?? ? ?? ?? ?? ?????? ????? ????? ?? ????? ???? ??? ????  ?? ??? ??  ??? ??? ?? ? ??? ?? ????? ????? ?  ??? ??? ??? ????? ? ?????? ???? ????? ? ?????  ??? ???? ???? ??  ????? ??? ? ???? ???? ???? ???? ????? ????? ????? ?????? ???? ??????? ? ???? ???? ???? ???? ????? ?? ??? ???? ?? ??? ????  ?? ???? ??? ?????? ?????? ??? ??? ?????? ?? ???? ?? ???? ?? ?? ????? ??????? ???? ????? ??? ???? ? ?? ????? ?? ?? ???? ?? ???? ?????? ????  dehumanize  ?? ????? ????? ????? ?????? ???? ? ?? ???? ??? ???? ??? ??? ??? COI ??? ????? ??? ?? ???? ? ??? ???? ???? ??? ????? ? ?? ???? ??? ???? ??? ??????? ???????? ??? ??????? ???? ? ??? ????? ???? ?? ????? ?? ??? ? ?? ??? ??? ???? ?? ? ?? ??? ?????? ?????? ? ????? ????? ??????  ??? ??? ???  ??? ???? ???? ? ????? ??? ????  Naom Chomsky   ????? ??? ? ??? ???? ? ? ??? ????? ????  ??? ???? ?? ? ??? ?? ? ?? ???? ?? ????  ??? ???? ? ???? ????? ????  ???? ??? ? ?? ??? ??? ???? ?? ????? ??? ????? ???? ????? ????? ???? ???? ?? ??? ???? ???? ? ???? ???? ??? ????? ?????? ? ??? ???? ???? ??? ???? ???? ???? ??? ??? ????? ?? ???? ???? ?????? ??? ? ???? ?? ???????? ?? ??? ???? ??? ???? ???? ? ??? ???? ???? ????? ??? ?? ??? ???? ?? ??? ???? ? ??? ???? ??? ??????  ???? ???? ???? ? ??? ???? ? ??? ????	unk
IL5_SN_000370_20170425_H0T0068O7	?????? ???? ?????? ?? “ ?? ??? ??? ???? ??? ” ???? ????  #Eritrea #Ethiopia #VOATigrigna #IPI	unk
IL5_NW_020060_20150521_G0040KR08	????? ?? ??????? ??? ???? ???? ??  ??? ???? ???? ??? ? ????? ?????? ???? ????? ? ?? ??????? ?????? ?? ????? ?????? ???? ???? ? ?????? ????? ?? ???? ????? ??? ???? ??? ??? ? ??????? ??? ?? ???? ??? ?????? ???? ? ??????? ????? ?? ??? ???? ????? ?????? ??????? ???? ????? ? ????? ??? ????? ???? ???? ? ???? ??? ??? ?	unk
IL5_SN_000370_20170115_H0T0036A9	???? ??? ???? ?? ???? ???? ?? ?????? ????? ???? ????? ???? ?????? ?? ????  ??? ?? ?? ???? ??? ?	unk
IL5_NW_020062_20150610_G0040EZAG	???? ???? ???? ????? ?? ???? ??? ???? ????? ???? ?????? ??? ? ???? ????? ???? nrk ????? ? ???? ???? ???? ????? ?? ???? ??? ???? ????? ???? ?????? ??? ???? ??? ? ???? ????? ???? nrk ?????? ?????? ??? ???? ? ?? ???????? ?????? ?????? ???? ???? ???? ????? ?? ??? ? “ ???? ? ?? ???? ???? ???? ????? ?? ???? ??? ???? ????? ???? ?????? ??? ???? ??? ? ???? ????? ???? nrk ?????? ?????? ??? ???? ? ?? ???????? ?????? ?????? ???? ???? ???? ????? ?? ??? ? “ ???? ? ?? ???? ???? ?????? ???? ??? ?? ? ???? ??? ?? ??? ??? ??? ???? ????? ??? ???? ??? ? ????? ? ?? ????? ?????? ????? ??? ???? ??? ?????? ???? ??? ?????? ??? ?????? ????? ??? ” ??? ? “ ??? ???? ???? ??? ” ???? ?? ??? ?? ???? ? ?? ???? ?????? ????? ? ??? ??? ??? ?? ? ?? ???? ??? ???? ??? ?? ????? ???? ??? ???? ???? ??? ???? ?? ?? ????? ??? ????? ? ???? ???? ??? ???  ?? ??  ???? ? ?? ???? ?? ???? ??????? ??? ???? ? ?? ??? ???? ?? ??? ?????? ??? ???? ???? ????? ???? ?????  ???  ??? ???? ? ??? ?????? ? ??? ??? ?? ???? ???? ????? ???? ? “ ?? ??? ??? ?? ?? ???? ? ?? ??? ???? ?? ??? ????? ?????? ???? ????? ? ?????? ??? ??? ???? ? ???? ??? ???? ???? ?? ” ??? ??? ? “ ??? ??? ??? ?? ???? ????? ????? ???? ??? ??????? ??? ?????? ???? ??? ? ????? ???? ??? ??? ‘ ?? ???? ???? ” ?? ? ???? ???? ????? ? ?? ??? ??? ???????? ?? ?? ? ?????? ?????? ‘ ?? ????? ?? ?? ? ?? ???? ??? ???? ?????? ???? ????? ????? ? ?????? ???? ???? ???? ?????? ???? ? ?? ??? ?????? ???? ??????? ?????? ?? ???? ????? ????? ?? ????? ‘ ?? ??? ????? ?????? ??? ?????? ? ?? ??? ????? ??? ??? ‘ ? ??? ? Regime Supporters have been granted asylum in Norway	unk
IL5_SN_000370_20160420_G0T000CGU	@HambaJht lol  okay	unk
IL5_SN_000370_20160805_H0T000Y9U	??? ??? ????? ???? ??? ?????? ???? ??? ??????? ? ???? ??? ?? ???? ???????? ??? ??? ??? ????? ??? ???????? ????	unk
IL5_NW_020060_20151007_G0040KQXF	??? ??? ??? ???? ???? ?? ??? ???? ???? ???? ???? ?? 2009 ?  ? ??? ???? ?????? ?????? ??? ??? ?????????? ?????? ??? ???? ??? ????? ???? ?? ???? ??????? ??? ??? ????? ?? ???? ????? ???? ?????? ??? ???? ???  IMF  ??? ? ???? ???? ? ????? ?? ? ? ??? ????? ????? ???? ???? ????? ??? ??? ???? ??? ??????? ???? ???? ???? ??? ???? ??? ??? ?? 37 ???? ???? ?? ??? ???? ??? ??? ? ??? ??? ?? ???? ???? ?????? ???? ??? ?? ??? ?????? ?????? ??? ???? ??? ???? ??? ????? ???? ???? ?? ?? ????? ??? ? ‘’ ?? ??? ???? ???? ?? ?? ’’ ?? ?? ????? ‘’ ?? ??? ????? ???? ???? ????? ??? ??? ???????? ???? ??? ?????? ?????? ?? ??????? ???? ????? ????? ???? ????? ??’’??? ? ????? ??? ???????? ???? ????? ?????? ????? ?? ???? ??? ???? ??? ??? ??????? ????? ?????? ??? ????? ??? ? Deloitte Frontier Advisory ??????? ??? ?? ???? ?? ???? ???? ????? ?????? ??? ???? ??? ?? ?? ??? ????? ???? ???? ?? ??????????? ??? ????? ????? ???? ??? ????? ?? ??????? ??? ??? ?????? ??? ??? ????? ???? ???? ???? ?? ???? ???? ??? ? ?? ??? ?? ???? ??? ???? ????? ?? ?????????? ??? ? ????? ? ????? ?????? ??? ??? ?? ???? 7 ???? ???? ???? ??????? ???? ???? ? ???? ???? ?? ??? ??? ????  IMF  ?? ???? ??? ?????? ???? ?? ????? ???? ??????? ???? ??????? ?? ???? ???? ???????? ????? ’ ? ????? ?? ???? ????? ???? ?????? ??? ’ ????? ????? ?? ?? 2014 ?  2015 ?  ? ? 87 ???? ????? ??? ’ ???? ???? ?? ????? ????? ?? ???? ?? 102 ???? ???? ???? ?? ? ?? ???? ?? ????? ???? ??? ????????? ????? ?????? ??? ???? ? ?? ???? ??? ??? ?? ????? ???????? ????? ???? IMF ?? ????? ?? ??? ???????? ???? ?????? ???? ?? ???? ? ?? ????? ???? ?? ??? ?? ??? 50 ???? ???? ??? ??? ?? ??? ???? ?????? ?? ??? IMF ??? ???? ??? ’ ????? ?? ??? ?? ????? ???? ??? 124 ????? ?? ?? ? IMF ?? ???? ??? 10 ???? ???? ??? ?? ???? ????? ??? ?? ?? ????? ?? ?? ???? ???? ???? ???? ??? ’ ????? ???? ?	unk
IL5_SN_000370_20150730_H0T0066L9	“ ???? ?? ???? ” ????? ??????  ???? ????? on AddisVideo  @AddisVideo #Ethiopia	unk
IL5_SN_000370_20160616_H0T00674D	?????? ??? ????? ?? ?? ??? ????? ??? ???? ? ??  ?????? ???? ? Ethiopia’s decision not to push for full scale	unk
IL5_SN_000370_20151217_G0T000A9Q	‘ ?? ???? ???? ???? ??? ??? ?? ???? ???’? ’ ????? ??? ????  ?? ??? ???? ?? ????? ????? ?? ??? ???? ???? ???? ???	indomain
IL5_NW_020060_20160405_G0040KQUC	??? ???? ???? ???? ???? ???? ???? — ?????? ???? ???? ???? ?? ???? ?? ??? ?????? ????? ?? ???? ?????? ??? ???? ???? ????? ????? ??? ?? ???? ??? ?? ??? ?? ???? ?????? ?? ????? ??? ??? ??? ?? ????? ? ???’?? ??? ??? ????? ???? ?? ???? ??? ?? ???? ???? ??? ???? ????? ? ??? ?? ??? ???? ?? ?? ??? ?? ??? ?????? ????? ?????? ???? ? ??? ???? ??? ???? ???? ? ??? ???? ???? ???? ???? ????  00203  00203 ? 00000  00203 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20170413_H0T00374P	?? ???? ??? ???? ?????? ?????? ????  #Eritrea #Ethiopia #VOATigrigna #Health #TigrayRegion	indomain
IL5_SN_000370_20160822_H0T000YDP	?? ???? ????? ??? ???? ??? ?? ??	nondomain
IL5_SN_000370_20160628_H0T000Y2X	???? ????? ?? ????? ???? ???? ???? ?????? ???? ?? ??? ??? ?????	nondomain
IL5_WL_020083_20160526_G0040IS5B	???? ???? ???? ???? ???? ????? ??? 25 ??? ??? ???? ???? ?????? ????? ?????? ?? ???? ????? ?? ???? ? ??? ??? ??? ??? ?? ? ??? ??? ???? ?? ????? ? ?????? ????? ???? ?? ????? ??? ???? ????? ? ?? ??’? ??? ??? ??? ???? ?????’? ?	unk
IL5_SN_000370_20170511_H0T006915	????? ???  ?????? ??? ??? ????? ?????? ???? ???????? ????? ??? ?????? ???? ??????? ??? ? Visit Abbay Media	unk
IL5_SN_000370_20160216_G0T0009SD	?? ??? ??????? ?? ???? ?? ??? ??? #Eritrea #Ethiopia #VOATigrigna ?? ?? ???? ??? ?? ??? ????	nondomain
IL5_SN_000370_20150916_G0T000B43	?????? ??? ??? ?????? ?? ???? ????? ??? ?? ?? ???? ???? ????? Tuesday  15 September 2015 0000 ???? ???? ????	nondomain
IL5_SN_000370_20160317_G0T0009L4	??? ??? ??? ????? ???? ????’? ????  #USA #IS #Ethiopia #Eritrea #VOATigrigna	indomain
IL5_SN_000370_20170503_H0T00649S	@SoliGM ??? ??? ???? ?? ????? ??????? ?????? ????? ???? ?? ???? ??? ??? ??????  ??? ????  ???? ??? ??? ??? ???? ?????? ?	unk
IL5_SN_000370_20160104_G0T000A53	25 ???????? ?? ??? ?????  ?? ????? ???? ??? ????? ??? ????? 25 ???????? ?????? ?????? ???? ???? ??? ?? ???? ??	nondomain
IL5_SN_000370_20161119_H0T0067RX	Diabetes in Eritrea »	unk
IL5_NW_020060_20151104_G0040KQWS	??? ???? ???? ???? ??????? — ???? ???? ????? ?? ??? ?? ??? 23 ???? ?? ????? ??? ????? ??? ??? ?????? ? ?? ?? ????? ???? ???? ??? ?? ?????? ???? ?? ?? ??? ?????? ? ????? ??? ???? ?? ????? ????? ????? ???? ??? ???? ???? ???? ?????? ?????? ? ??? ???? ?? ?? ??? ??? ??? ??? ??? ???? ??? ???? ? ?? ?????? ??? ???????? ??? ?????? ?? ????? ?????? ???????? ???? ???? ? ??? ???? ????? ??? ???? ? ??? ???? ???? ????  00227  00227 ? 00000  00227 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20170124_H0T0036JO	?? ??? ????? ??? 3100 ???? ???? 237 ???? ??? ?????? ??? ????????? ?? ???? ???? ????? ?????? ???? ??? ?? ???	nondomain
IL5_NW_020060_20150504_G0040KR0U	?? ?? ?? ?????? ??? ?????? ?? ????? ???? ????? ???? ??? ?? ?? ?? ?????? ??? ????? ?? ???? ???????? ????? ????? ??????? ?????? ? ????? ??? ?? ?? ???? ??? 200 ??? ???? ?? 1998 ?  ? ?? ????? ???? ???? ????? ??? ?? ????? ????? ???? ???? ????? ? ?? ?? ?????? ???? ??????? ?? ????? ???????? ‘’ ???  ??????  ?????? ???????? ???? ?????? ????? ???? ??? ?????? ?? ??? ????? ’’ ??? ? ?? ?? ?? ?????? ??? ???? ???? ????? ???????? ????? ????? ??? ???? ??? ????? ??? ???? ??? ????? ?????? ? ?? ?? ???? ???? ??? ????? ?????? ??? ??? ???? ?????? ??? ????? ??????? ???? ????? ?? ?? ????? ?? ????? ??? ? ???? ????? ?? ??? ???? ?????? ?????? ?? ???? ????? ???? 600 ?? ?????? ????? ?? ? ?? ????? ???? ???? ????? ??? ???? ????? ???? ?? ???? ??? ???? ?? ????? ??? ?? ??? ?????? ????? ???? ????? ??????? ???? ?? ?????? ??? ??????? ???? ????? ?? ???? ?????? ????? ?? ??? ??? ?????? ?? ?	unk
IL5_SN_000370_20170303_H0T00689X	??? ? ???? ?? ???? ???? ???? #Eritrea #Ethiopia #VOATigrina #Japan #BaldnessCompetition	unk
IL5_SN_000370_20160324_G0T0009JP	???  ??? ??? ????? ?????? ????? ??? ????  #Eritrea #Ethiopia #BrusselsAttacks #Belgiumattack	indomain
IL5_SN_000370_20170214_H0T003729	??? ?????? ???? ????? ????? ???????  ??? ?? ?? ?? ?? ????? ????  ? ?? ???? ???? ?????  ?? ?? ????? ???? ???	nondomain
IL5_SN_000370_20160617_H0T00580A	#Ethiopia???? ?? ??? ??????? ???? ??? ???? 76 ???? ???	unk
IL5_SN_000370_20160105_G0T000A4N	?? ????? ??? ??? ???? ????? ??? ???? ?? ????  ?? ????? ??? ??? ??? ??? ????? ??? ???? ???? ???? 88 ???? ??? ??	eval_incident
IL5_SN_000370_20170613_H0T006BFM	« ??? ?????? ????? ?????? ???? ???? » ???? ???? ??? ?????? ???? ???? ??? ???? ??? ??? ??? ??????? ???? ?????	unk
IL5_SN_000370_20151117_G0T000AK8	???? ?? ??? ?? ?????? ????? ??????? ??? ???? ?????  ?? ????? ???? ??? ?? ??? ??? ???? ?? ?? ??? ???? ???? ??	indomain
IL5_SN_000370_20170611_H0T006BF6	#Qatar blockade  #Gulf states silent on #RexTillerson plea to ease measures  #SaveQatar ???? ??? ????? ?? ???	unk
IL5_SN_000370_20170215_H0T00373F	??? ?????? ???? ??? ??? ????? ?? ????????? ?????? ???? ??? ??? ?30 ??? 40 ?????? ????? ??? ?? ??  ????? ???	unk
IL5_SN_000370_20160810_H0T000YAC	RT @Eshetuhk ???? ????????? ????????? ?????? ?? ???? ??? ??? ???? ????? ????? ??? ???? ??? ???? ?? ???	unk
IL5_SN_000370_20160208_G0T0009UV	?? ?????? ???????? ????? ???? ?????? ???????? ?? ???? ??? ?????  ?? ?????? ??? ????? ??? ?? ?????? ??? ?????	indomain
IL5_SN_000370_20160327_G0T000EGS	Economic and Political Reform in Africa  Relevant to Ethiopia	unk
IL5_SN_000370_20170118_H0T00680J	????? ? ?? ??? ???? ???? ??? ???? ??? ??? ???? #Eritrea #Ethiopia #VOATigrigna #Israel #SolarEnergy	unk
